proposal_id,year,proposal_link,title,skills,researcher_name,team,goodness
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Agostinelli, Forest","[['Agostinelli, Forest', 'Berge, Nicole D.', 'Alexeev, Oleg S.'], ['Agostinelli, Forest', 'Heyden, Andreas', 'Flora, Joseph'], ['Agostinelli, Forest', 'Loiselle, Val', 'Mustain, William E'], ['Agostinelli, Forest', 'Huynh, Nathan', 'Yoon, Yeomin'], ['Agostinelli, Forest', 'Srivastava, Biplav', 'Jabbari, Esmaiel']]","[0.0969, 0.0844, 0.0844, 0.075, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Ahmad, Iftikhar","[['Ahmad, Iftikhar', 'Berge, Nicole D.', 'Alexeev, Oleg S.'], ['Ahmad, Iftikhar', 'Flora, Joseph', 'Heyden, Andreas'], ['Ahmad, Iftikhar', 'Loiselle, Val', 'Mustain, William E'], ['Ahmad, Iftikhar', 'Yoon, Yeomin', 'Huynh, Nathan'], ['Ahmad, Iftikhar', 'McAnally, A. Steve', 'Hoque, Shamia']]","[0.0969, 0.0844, 0.0844, 0.075, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Alexeev, Oleg S.","[['Alexeev, Oleg S.', 'Berge, Nicole D.', 'Flora, Joseph'], ['Alexeev, Oleg S.', 'Loiselle, Val', 'McAnally, A. Steve'], ['Alexeev, Oleg S.', 'Lauterbach, Jochen', 'Heyden, Andreas'], ['Alexeev, Oleg S.', 'Jabbari, Esmaiel', 'Yoon, Yeomin'], ['Alexeev, Oleg S.', 'Huynh, Nathan', 'Qian, Yu']]","[0.1062, 0.0938, 0.0844, 0.0844, 0.0844]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Ali, Mohammod","[['Ali, Mohammod', 'Gatzke, Edward P.', 'Rizos, Dimitris'], ['Ali, Mohammod', 'Berge, Nicole D.', 'Huynh, Nathan'], ['Ali, Mohammod', 'Alexeev, Oleg S.', 'Flora, Joseph'], ['Ali, Mohammod', 'Lauterbach, Jochen', 'Yoon, Yeomin'], ['Ali, Mohammod', 'Heyden, Andreas', 'Hoque, Shamia']]","[0.1062, 0.1031, 0.1031, 0.0844, 0.0844]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Ammal, Salai C.","[['Ammal, Salai C.', 'Berge, Nicole D.', 'Flora, Joseph'], ['Ammal, Salai C.', 'Heyden, Andreas', 'Shimpalee, Sirivatch'], ['Ammal, Salai C.', 'Huynh, Nathan', 'Viparelli, Enrica'], ['Ammal, Salai C.', 'Lauterbach, Jochen', 'Monnier, John R.'], ['Ammal, Salai C.', 'Yoon, Yeomin', 'McAnally, A. Steve']]","[0.1031, 0.0844, 0.0844, 0.0844, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Bakos, Jason D.","[['Bakos, Jason D.', 'Gatzke, Edward P.', 'Rizos, Dimitris'], ['Bakos, Jason D.', 'Berge, Nicole D.', 'Hoque, Shamia'], ['Bakos, Jason D.', 'Alexeev, Oleg S.', 'Yoon, Yeomin'], ['Bakos, Jason D.', 'Lauterbach, Jochen', 'Flora, Joseph'], ['Bakos, Jason D.', 'Heyden, Andreas', 'Huynh, Nathan']]","[0.1062, 0.1031, 0.0938, 0.0938, 0.0844]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Banerjee, Sourav","[['Banerjee, Sourav', 'Berge, Nicole D.', 'Hoque, Shamia', 'Alexeev, Oleg S.'], ['Banerjee, Sourav', 'Berge, Nicole D.', 'Yoon, Yeomin'], ['Banerjee, Sourav', 'Lauterbach, Jochen', 'McAnally, A. Steve'], ['Banerjee, Sourav', 'Hoque, Shamia', 'Huynh, Nathan'], ['Banerjee, Sourav', 'Jabbari, Esmaiel', 'Heyden, Andreas']]","[0.1219, 0.0938, 0.075, 0.075, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Bayat, Mahmoud","[['Bayat, Mahmoud', 'Berge, Nicole D.', 'Huynh, Nathan'], ['Bayat, Mahmoud', 'Gatzke, Edward P.', 'Qian, Yu'], ['Bayat, Mahmoud', 'Alexeev, Oleg S.', 'Yoon, Yeomin'], ['Bayat, Mahmoud', 'Flora, Joseph', 'Jabbari, Esmaiel'], ['Bayat, Mahmoud', 'Srivastava, Biplav', 'Heyden, Andreas']]","[0.0938, 0.0938, 0.0844, 0.0844, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Bayoumi, Abdel-Moez E.","[['Bayoumi, Abdel-Moez E.', 'Berge, Nicole D.', 'Yoon, Yeomin'], ['Bayoumi, Abdel-Moez E.', 'Alexeev, Oleg S.', 'Jabbari, Esmaiel'], ['Bayoumi, Abdel-Moez E.', 'McAnally, A. Steve', 'Flora, Joseph'], ['Bayoumi, Abdel-Moez E.', 'Huynh, Nathan', 'Qian, Yu'], ['Bayoumi, Abdel-Moez E.', 'Lauterbach, Jochen', 'Heyden, Andreas']]","[0.0938, 0.0844, 0.0844, 0.075, 0.075]"
nsf21527,2021,https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Environmental Convergence Opportunities in Chemical, Bioengineering, Environmental, and Transport Systems (2021)","['environmental', 'convergence', 'opportunities', 'chemical', 'environmental convergence', 'convergence opportunities', 'opportunities chemical', 'bioengineering', 'transport', 'systems', 'transport systems', 'creating', 'effective', 'solutions', 'our', 'most', 'pressing', 'sustainability', 'challenges', 'requires', 'imaginative', 'thinking', 'kind', 'evolves', 'when', 'researchers', 'disparate', 'fields', 'creating effective', 'effective solutions', 'solutions our', 'our most', 'most pressing', 'pressing environmental', 'environmental sustainability', 'sustainability challenges', 'challenges requires', 'requires imaginative', 'imaginative thinking', 'thinking kind']","Benigni, Andrea","[['Benigni, Andrea', 'Berge, Nicole D.', 'Alexeev, Oleg S.'], ['Benigni, Andrea', 'Jabbari, Esmaiel', 'Flora, Joseph'], ['Benigni, Andrea', 'Heyden, Andreas', 'Loiselle, Val'], ['Benigni, Andrea', 'Qian, Yu', 'Monnier, John R.'], ['Benigni, Andrea', 'Huynh, Nathan', 'Yoon, Yeomin']]","[0.0969, 0.0844, 0.0844, 0.0844, 0.075]"
nsf20609,2020,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,Collaborative Research in Computational Neuroscience (2020),"['collaborative', 'computational', 'neuroscience', 'collaborative computational', 'computational neuroscience', 'provides', 'theoretical', 'rich', 'set', 'technical', 'approaches', 'understanding', 'complex', 'neurobiological', 'systems', 'neuroscience provides', 'provides theoretical', 'theoretical rich', 'rich set', 'set technical', 'technical approaches', 'approaches understanding', 'understanding complex', 'complex neurobiological', 'neurobiological systems', 'building', 'theory', 'building theory', 'methods', 'findings', 'computer', 'findings computer', 'numerous', 'other', 'disciplines', 'numerous other', 'other disciplines']","Agostinelli, Forest","[['Agostinelli, Forest', 'Hu, Jianjun', 'Rose, John R.'], ['Agostinelli, Forest', 'Valafar, Homayoun', 'Zand, Ramtin'], ['Agostinelli, Forest', 'Valafar, Homayoun', 'Cole, Casey'], ['Agostinelli, Forest', 'Tang, Jijun', 'Valafar, Homayoun'], ['Agostinelli, Forest', 'Hu, Jianjun', 'Cole, Casey']]","[0.1054, 0.1054, 0.0885, 0.0885, 0.0851]"
nsf20609,2020,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,Collaborative Research in Computational Neuroscience (2020),"['collaborative', 'computational', 'neuroscience', 'collaborative computational', 'computational neuroscience', 'provides', 'theoretical', 'rich', 'set', 'technical', 'approaches', 'understanding', 'complex', 'neurobiological', 'systems', 'neuroscience provides', 'provides theoretical', 'theoretical rich', 'rich set', 'set technical', 'technical approaches', 'approaches understanding', 'understanding complex', 'complex neurobiological', 'neurobiological systems', 'building', 'theory', 'building theory', 'methods', 'findings', 'computer', 'findings computer', 'numerous', 'other', 'disciplines', 'numerous other', 'other disciplines']","Ahmad, Iftikhar","[['Ahmad, Iftikhar', 'Valafar, Homayoun', 'Zand, Ramtin'], ['Ahmad, Iftikhar', 'Valafar, Homayoun', 'Moss, Melissa Ann'], ['Ahmad, Iftikhar', 'Hu, Jianjun', 'Agostinelli, Forest'], ['Ahmad, Iftikhar', 'Zand, Ramtin'], ['Ahmad, Iftikhar', 'Valafar, Homayoun']]","[0.1088, 0.0953, 0.0851, 0.0736, 0.0703]"
nsf20609,2020,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,Collaborative Research in Computational Neuroscience (2020),"['collaborative', 'computational', 'neuroscience', 'collaborative computational', 'computational neuroscience', 'provides', 'theoretical', 'rich', 'set', 'technical', 'approaches', 'understanding', 'complex', 'neurobiological', 'systems', 'neuroscience provides', 'provides theoretical', 'theoretical rich', 'rich set', 'set technical', 'technical approaches', 'approaches understanding', 'understanding complex', 'complex neurobiological', 'neurobiological systems', 'building', 'theory', 'building theory', 'methods', 'findings', 'computer', 'findings computer', 'numerous', 'other', 'disciplines', 'numerous other', 'other disciplines']","Alexeev, Oleg S.","[['Alexeev, Oleg S.', 'Fenner, Stephen A.', 'Bakos, Jason D.'], ['Alexeev, Oleg S.', 'Valafar, Homayoun', 'Zand, Ramtin'], ['Alexeev, Oleg S.', 'Cole, Casey', 'Jamshidi, Pooyan'], ['Alexeev, Oleg S.', 'Zhang, Qi', 'Wang, Song'], ['Alexeev, Oleg S.', 'Agostinelli, Forest', 'Hu, Jianjun']]","[0.1257, 0.1155, 0.1155, 0.1155, 0.0851]"
nsf20609,2020,https://www.nsf.gov/pubs/2020/nsf20609/nsf20609.htm,Collaborative Research in Computational Neuroscience (2020),"['collaborative', 'computational', 'neuroscience', 'collaborative computational', 'computational neuroscience', 'provides', 'theoretical', 'rich', 'set', 'technical', 'approaches', 'understanding', 'complex', 'neurobiological', 'systems', 'neuroscience provides', 'provides theoretical', 'theoretical rich', 'rich set', 'set technical', 'technical approaches', 'approaches understanding', 'understanding complex', 'complex neurobiological', 'neurobiological systems', 'building', 'theory', 'building theory', 'methods', 'findings', 'computer', 'findings computer', 'numerous', 'other', 'disciplines', 'numerous other', 'other disciplines']","Ali, Mohammod","[['Ali, Mohammod', 'Moss, Melissa Ann', 'Hu, Jianjun'], ['Ali, Mohammod', 'Uline, Mark J.', 'Agostinelli, Forest'], ['Ali, Mohammod', 'Zand, Ramtin'], ['Ali, Mohammod', 'Valafar, Homayoun'], ['Ali, Mohammod', 'Cole, Casey']]","[0.0851, 0.0851, 0.0736, 0.0703, 0.0703]"
